"cell_count","exp_day","chamber","test","rpm"
2288000,8,"12","succesful1.6","1.25RPM"
2088200,8,"13","succesful1.6","1.25RPM"
2088050,8,"13","succesful1.6","1.25RPM"
2045450,8,"13","succesful1.6","1.25RPM"
1780150,8,"14","succesful1.6","1.25RPM"
1939200,8,"14","succesful1.6","1.25RPM"
1862250,8,"14","succesful1.6","1.25RPM"
1545350,8,"15","succesful1.6","1.25RPM"
1569950,8,"15","succesful1.6","1.25RPM"
1450050,8,"15","succesful1.6","1.25RPM"
2286750,8,"16","succesful1.6","1.25RPM"
2097750,8,"16","succesful1.6","1.25RPM"
2172150,8,"16","succesful1.6","1.25RPM"
1868500,9,"1","succesful1.6","1.25RPM"
1861250,9,"1","succesful1.6","1.25RPM"
1853400,9,"1","succesful1.6","1.25RPM"
915350,9,"2","succesful1.6","1.25RPM"
954300,9,"2","succesful1.6","1.25RPM"
966250,9,"2","succesful1.6","1.25RPM"
1091200,9,"3","succesful1.6","1.25RPM"
1060800,9,"3","succesful1.6","1.25RPM"
1128050,9,"3","succesful1.6","1.25RPM"
2355800,9,"4","succesful1.6","1.25RPM"
2322400,9,"4","succesful1.6","1.25RPM"
2397000,9,"4","succesful1.6","1.25RPM"
1765750,9,"5","succesful1.6","1.25RPM"
1758050,9,"5","succesful1.6","1.25RPM"
1845200,9,"5","succesful1.6","1.25RPM"
2260450,9,"6","succesful1.6","1.25RPM"
2066450,9,"6","succesful1.6","1.25RPM"
2153250,9,"6","succesful1.6","1.25RPM"
1883450,9,"7","succesful1.6","1.25RPM"
1570250,9,"7","succesful1.6","1.25RPM"
1438200,9,"7","succesful1.6","1.25RPM"
3558100,9,"8","succesful1.6","1.25RPM"
3604400,9,"8","succesful1.6","1.25RPM"
3494550,9,"8","succesful1.6","1.25RPM"
1982400,9,"9","succesful1.6","1.25RPM"
1998150,9,"9","succesful1.6","1.25RPM"
2087600,9,"9","succesful1.6","1.25RPM"
3137150,9,"10","succesful1.6","1.25RPM"
3253500,9,"10","succesful1.6","1.25RPM"
3214400,9,"10","succesful1.6","1.25RPM"
2292850,9,"11","succesful1.6","1.25RPM"
2197150,9,"11","succesful1.6","1.25RPM"
2284500,9,"11","succesful1.6","1.25RPM"
1996650,9,"12","succesful1.6","1.25RPM"
1975900,9,"12","succesful1.6","1.25RPM"
1989550,9,"12","succesful1.6","1.25RPM"
2567450,9,"13","succesful1.6","1.25RPM"
2687150,9,"13","succesful1.6","1.25RPM"
2638000,9,"13","succesful1.6","1.25RPM"
1601950,9,"14","succesful1.6","1.25RPM"
1596250,9,"14","succesful1.6","1.25RPM"
1599250,9,"14","succesful1.6","1.25RPM"
1681750,9,"15","succesful1.6","1.25RPM"
1613750,9,"15","succesful1.6","1.25RPM"
1644950,9,"15","succesful1.6","1.25RPM"
1993000,9,"16","succesful1.6","1.25RPM"
2038350,9,"16","succesful1.6","1.25RPM"
2024850,9,"16","succesful1.6","1.25RPM"
2210250,10,"1","succesful1.6","1.25RPM"
2208250,10,"1","succesful1.6","1.25RPM"
2438200,10,"1","succesful1.6","1.25RPM"
1208950,10,"2","succesful1.6","1.25RPM"
1209500,10,"2","succesful1.6","1.25RPM"
1268100,10,"2","succesful1.6","1.25RPM"
1161600,10,"3","succesful1.6","1.25RPM"
1104700,10,"3","succesful1.6","1.25RPM"
1070700,10,"3","succesful1.6","1.25RPM"
2769600,10,"4","succesful1.6","1.25RPM"
2857100,10,"4","succesful1.6","1.25RPM"
2876100,10,"4","succesful1.6","1.25RPM"
1533350,10,"5","succesful1.6","1.25RPM"
1551650,10,"5","succesful1.6","1.25RPM"
1602000,10,"5","succesful1.6","1.25RPM"
3051500,10,"6","succesful1.6","1.25RPM"
3025250,10,"6","succesful1.6","1.25RPM"
3197300,10,"6","succesful1.6","1.25RPM"
1283650,10,"7","succesful1.6","1.25RPM"
1258550,10,"7","succesful1.6","1.25RPM"
1280650,10,"7","succesful1.6","1.25RPM"
3788750,10,"8","succesful1.6","1.25RPM"
3600650,10,"8","succesful1.6","1.25RPM"
3749950,10,"8","succesful1.6","1.25RPM"
3546200,10,"9","succesful1.6","1.25RPM"
3669950,10,"9","succesful1.6","1.25RPM"
3483000,10,"9","succesful1.6","1.25RPM"
3984400,10,"10","succesful1.6","1.25RPM"
3828050,10,"10","succesful1.6","1.25RPM"
3844150,10,"10","succesful1.6","1.25RPM"
2174650,10,"11","succesful1.6","1.25RPM"
2231800,10,"11","succesful1.6","1.25RPM"
2225550,10,"11","succesful1.6","1.25RPM"
1874150,10,"12","succesful1.6","1.25RPM"
1875750,10,"12","succesful1.6","1.25RPM"
2031550,10,"12","succesful1.6","1.25RPM"
2720300,10,"13","succesful1.6","1.25RPM"
2795850,10,"13","succesful1.6","1.25RPM"
2733150,10,"13","succesful1.6","1.25RPM"
1458750,10,"14","succesful1.6","1.25RPM"
1496200,10,"14","succesful1.6","1.25RPM"
1547900,10,"14","succesful1.6","1.25RPM"
1690150,10,"15","succesful1.6","1.25RPM"
1733150,10,"15","succesful1.6","1.25RPM"
1762400,10,"15","succesful1.6","1.25RPM"
2607950,10,"16","succesful1.6","1.25RPM"
2478500,10,"16","succesful1.6","1.25RPM"
2514000,10,"16","succesful1.6","1.25RPM"
2227700,11,"1","succesful1.6","1.25RPM"
2127050,11,"1","succesful1.6","1.25RPM"
2101950,11,"1","succesful1.6","1.25RPM"
1631150,11,"2","succesful1.6","1.25RPM"
1668800,11,"2","succesful1.6","1.25RPM"
1696550,11,"2","succesful1.6","1.25RPM"
1230550,11,"3","succesful1.6","1.25RPM"
1118800,11,"3","succesful1.6","1.25RPM"
1121400,11,"3","succesful1.6","1.25RPM"
3550550,11,"4","succesful1.6","1.25RPM"
3619400,11,"4","succesful1.6","1.25RPM"
3523100,11,"4","succesful1.6","1.25RPM"
1765250,11,"5","succesful1.6","1.25RPM"
1697450,11,"5","succesful1.6","1.25RPM"
1721050,11,"5","succesful1.6","1.25RPM"
3012750,11,"6","succesful1.6","1.25RPM"
3034100,11,"6","succesful1.6","1.25RPM"
3030750,11,"6","succesful1.6","1.25RPM"
1364450,11,"7","succesful1.6","1.25RPM"
1480450,11,"7","succesful1.6","1.25RPM"
1345650,11,"7","succesful1.6","1.25RPM"
3386650,11,"8","succesful1.6","1.25RPM"
3291550,11,"8","succesful1.6","1.25RPM"
3429750,11,"8","succesful1.6","1.25RPM"
3371300,11,"9","succesful1.6","1.25RPM"
3293150,11,"9","succesful1.6","1.25RPM"
3515950,11,"9","succesful1.6","1.25RPM"
3845300,11,"10","succesful1.6","1.25RPM"
3904100,11,"10","succesful1.6","1.25RPM"
3846850,11,"10","succesful1.6","1.25RPM"
1835400,11,"11","succesful1.6","1.25RPM"
1867900,11,"11","succesful1.6","1.25RPM"
1859200,11,"11","succesful1.6","1.25RPM"
1441500,11,"12","succesful1.6","1.25RPM"
1507650,11,"12","succesful1.6","1.25RPM"
1578150,11,"12","succesful1.6","1.25RPM"
3394550,11,"13","succesful1.6","1.25RPM"
3465750,11,"13","succesful1.6","1.25RPM"
3317750,11,"13","succesful1.6","1.25RPM"
1157850,11,"14","succesful1.6","1.25RPM"
1203900,11,"14","succesful1.6","1.25RPM"
1188450,11,"14","succesful1.6","1.25RPM"
1620550,11,"15","succesful1.6","1.25RPM"
1607850,11,"15","succesful1.6","1.25RPM"
1588800,11,"15","succesful1.6","1.25RPM"
3002900,11,"16","succesful1.6","1.25RPM"
3100950,11,"16","succesful1.6","1.25RPM"
3126150,11,"16","succesful1.6","1.25RPM"
2264350,12,"1","succesful1.6","1.25RPM"
2284400,12,"1","succesful1.6","1.25RPM"
2248200,12,"1","succesful1.6","1.25RPM"
1838650,12,"2","succesful1.6","1.25RPM"
1873000,12,"2","succesful1.6","1.25RPM"
1861650,12,"2","succesful1.6","1.25RPM"
2813050,12,"3","succesful1.6","1.25RPM"
2848800,12,"3","succesful1.6","1.25RPM"
2940200,12,"3","succesful1.6","1.25RPM"
2541250,12,"4","succesful1.6","1.25RPM"
2541500,12,"4","succesful1.6","1.25RPM"
2685700,12,"4","succesful1.6","1.25RPM"
2084300,12,"5","succesful1.6","1.25RPM"
2110700,12,"5","succesful1.6","1.25RPM"
2032100,12,"5","succesful1.6","1.25RPM"
2082600,12,"6","succesful1.6","1.25RPM"
2000800,12,"6","succesful1.6","1.25RPM"
1977950,12,"6","succesful1.6","1.25RPM"
1918050,12,"7","succesful1.6","1.25RPM"
1867800,12,"7","succesful1.6","1.25RPM"
1811850,12,"7","succesful1.6","1.25RPM"
2921300,12,"8","succesful1.6","1.25RPM"
2963950,12,"8","succesful1.6","1.25RPM"
3024200,12,"8","succesful1.6","1.25RPM"
2507350,12,"9","succesful1.6","1.25RPM"
2586800,12,"9","succesful1.6","1.25RPM"
2866250,12,"9","succesful1.6","1.25RPM"
3143000,12,"10","succesful1.6","1.25RPM"
3108900,12,"10","succesful1.6","1.25RPM"
3017450,12,"10","succesful1.6","1.25RPM"
2226150,12,"11","succesful1.6","1.25RPM"
2281600,12,"11","succesful1.6","1.25RPM"
2213500,12,"11","succesful1.6","1.25RPM"
2298550,12,"12","succesful1.6","1.25RPM"
2377400,12,"12","succesful1.6","1.25RPM"
2376500,12,"12","succesful1.6","1.25RPM"
2304100,12,"13","succesful1.6","1.25RPM"
2385150,12,"13","succesful1.6","1.25RPM"
2349450,12,"13","succesful1.6","1.25RPM"
1773600,12,"14","succesful1.6","1.25RPM"
1682600,12,"14","succesful1.6","1.25RPM"
1744700,12,"14","succesful1.6","1.25RPM"
2450350,12,"15","succesful1.6","1.25RPM"
2382900,12,"15","succesful1.6","1.25RPM"
2630300,12,"15","succesful1.6","1.25RPM"
3412550,12,"16","succesful1.6","1.25RPM"
3547900,12,"16","succesful1.6","1.25RPM"
3483050,12,"16","succesful1.6","1.25RPM"
2378950,13,"1","succesful1.6","1.25RPM"
2337050,13,"1","succesful1.6","1.25RPM"
2319550,13,"1","succesful1.6","1.25RPM"
1754050,13,"2","succesful1.6","1.25RPM"
1742550,13,"2","succesful1.6","1.25RPM"
1721900,13,"2","succesful1.6","1.25RPM"
3266350,13,"3","succesful1.6","1.25RPM"
3344450,13,"3","succesful1.6","1.25RPM"
3369050,13,"3","succesful1.6","1.25RPM"
2370050,13,"4","succesful1.6","1.25RPM"
2397550,13,"4","succesful1.6","1.25RPM"
2314150,13,"4","succesful1.6","1.25RPM"
1818200,13,"5","succesful1.6","1.25RPM"
1788350,13,"5","succesful1.6","1.25RPM"
1743100,13,"5","succesful1.6","1.25RPM"
2105250,13,"6","succesful1.6","1.25RPM"
2120000,13,"6","succesful1.6","1.25RPM"
2140650,13,"6","succesful1.6","1.25RPM"
1047050,13,"7","succesful1.6","1.25RPM"
1092350,13,"7","succesful1.6","1.25RPM"
1068450,13,"7","succesful1.6","1.25RPM"
2711900,13,"8","succesful1.6","1.25RPM"
2610550,13,"8","succesful1.6","1.25RPM"
2631750,13,"8","succesful1.6","1.25RPM"
2241150,13,"9","succesful1.6","1.25RPM"
2220700,13,"9","succesful1.6","1.25RPM"
2263400,13,"9","succesful1.6","1.25RPM"
2516300,13,"10","succesful1.6","1.25RPM"
2561750,13,"10","succesful1.6","1.25RPM"
2520100,13,"10","succesful1.6","1.25RPM"
2456600,13,"11","succesful1.6","1.25RPM"
2388900,13,"11","succesful1.6","1.25RPM"
2607900,13,"11","succesful1.6","1.25RPM"
1518950,13,"12","succesful1.6","1.25RPM"
1623000,13,"12","succesful1.6","1.25RPM"
1540750,13,"12","succesful1.6","1.25RPM"
1817550,13,"13","succesful1.6","1.25RPM"
2001350,13,"13","succesful1.6","1.25RPM"
1827850,13,"13","succesful1.6","1.25RPM"
1076000,13,"14","succesful1.6","1.25RPM"
1102650,13,"14","succesful1.6","1.25RPM"
1116700,13,"14","succesful1.6","1.25RPM"
1616550,13,"15","succesful1.6","1.25RPM"
1641500,13,"15","succesful1.6","1.25RPM"
1675100,13,"15","succesful1.6","1.25RPM"
3150350,13,"16","succesful1.6","1.25RPM"
3331400,13,"16","succesful1.6","1.25RPM"
3309800,13,"16","succesful1.6","1.25RPM"
2916000,14,"1","succesful1.6","1.25RPM"
3024900,14,"1","succesful1.6","1.25RPM"
3038300,14,"1","succesful1.6","1.25RPM"
2671650,14,"2","succesful1.6","1.25RPM"
2607750,14,"2","succesful1.6","1.25RPM"
2587450,14,"2","succesful1.6","1.25RPM"
3510050,14,"3","succesful1.6","1.25RPM"
3513150,14,"3","succesful1.6","1.25RPM"
3626950,14,"3","succesful1.6","1.25RPM"
2086600,14,"4","succesful1.6","1.25RPM"
2098500,14,"4","succesful1.6","1.25RPM"
2131800,14,"4","succesful1.6","1.25RPM"
2098850,14,"5","succesful1.6","1.25RPM"
2033600,14,"5","succesful1.6","1.25RPM"
2029450,14,"5","succesful1.6","1.25RPM"
2174050,14,"6","succesful1.6","1.25RPM"
2079800,14,"6","succesful1.6","1.25RPM"
2135950,14,"6","succesful1.6","1.25RPM"
1057650,14,"7","succesful1.6","1.25RPM"
1070500,14,"7","succesful1.6","1.25RPM"
1010750,14,"7","succesful1.6","1.25RPM"
2251200,14,"8","succesful1.6","1.25RPM"
2218100,14,"8","succesful1.6","1.25RPM"
2243050,14,"8","succesful1.6","1.25RPM"
2136050,14,"9","succesful1.6","1.25RPM"
2023650,14,"9","succesful1.6","1.25RPM"
2061150,14,"9","succesful1.6","1.25RPM"
3288550,14,"10","succesful1.6","1.25RPM"
3210800,14,"10","succesful1.6","1.25RPM"
3000150,14,"10","succesful1.6","1.25RPM"
2534500,14,"11","succesful1.6","1.25RPM"
2551500,14,"11","succesful1.6","1.25RPM"
2539150,14,"11","succesful1.6","1.25RPM"
1805250,14,"12","succesful1.6","1.25RPM"
1738000,14,"12","succesful1.6","1.25RPM"
1879300,14,"12","succesful1.6","1.25RPM"
1307400,14,"13","succesful1.6","1.25RPM"
1323050,14,"13","succesful1.6","1.25RPM"
1291100,14,"13","succesful1.6","1.25RPM"
1245350,14,"14","succesful1.6","1.25RPM"
1225750,14,"14","succesful1.6","1.25RPM"
1250550,14,"14","succesful1.6","1.25RPM"
2081900,14,"15","succesful1.6","1.25RPM"
1997100,14,"15","succesful1.6","1.25RPM"
2193600,14,"15","succesful1.6","1.25RPM"
3446950,14,"16","succesful1.6","1.25RPM"
3416400,14,"16","succesful1.6","1.25RPM"
3559150,14,"16","succesful1.6","1.25RPM"
2848350,15,"1","succesful1.6","1.25RPM"
2930450,15,"1","succesful1.6","1.25RPM"
2937500,15,"1","succesful1.6","1.25RPM"
3463750,15,"2","succesful1.6","1.25RPM"
3386750,15,"2","succesful1.6","1.25RPM"
3437700,15,"2","succesful1.6","1.25RPM"
4240100,15,"3","succesful1.6","1.25RPM"
4387400,15,"3","succesful1.6","1.25RPM"
4187000,15,"3","succesful1.6","1.25RPM"
2074800,15,"4","succesful1.6","1.25RPM"
1968550,15,"4","succesful1.6","1.25RPM"
2125850,15,"4","succesful1.6","1.25RPM"
3216500,15,"5","succesful1.6","1.25RPM"
3210250,15,"5","succesful1.6","1.25RPM"
3186700,15,"5","succesful1.6","1.25RPM"
2047750,15,"6","succesful1.6","1.25RPM"
2140050,15,"6","succesful1.6","1.25RPM"
2111250,15,"6","succesful1.6","1.25RPM"
993500,15,"7","succesful1.6","1.25RPM"
1029400,15,"7","succesful1.6","1.25RPM"
1072050,15,"7","succesful1.6","1.25RPM"
2090550,15,"8","succesful1.6","1.25RPM"
2129600,15,"8","succesful1.6","1.25RPM"
2232300,15,"8","succesful1.6","1.25RPM"
1736000,15,"9","succesful1.6","1.25RPM"
1732100,15,"9","succesful1.6","1.25RPM"
1714400,15,"9","succesful1.6","1.25RPM"
2374600,15,"10","succesful1.6","1.25RPM"
2481050,15,"10","succesful1.6","1.25RPM"
2449150,15,"10","succesful1.6","1.25RPM"
2858900,15,"11","succesful1.6","1.25RPM"
2895650,15,"11","succesful1.6","1.25RPM"
2983650,15,"11","succesful1.6","1.25RPM"
2953550,15,"12","succesful1.6","1.25RPM"
2994500,15,"12","succesful1.6","1.25RPM"
3159150,15,"12","succesful1.6","1.25RPM"
1010000,15,"13","succesful1.6","1.25RPM"
1035150,15,"13","succesful1.6","1.25RPM"
1038650,15,"13","succesful1.6","1.25RPM"
2375500,15,"14","succesful1.6","1.25RPM"
2395900,15,"14","succesful1.6","1.25RPM"
2364350,15,"14","succesful1.6","1.25RPM"
2649600,15,"15","succesful1.6","1.25RPM"
2744400,15,"15","succesful1.6","1.25RPM"
2818900,15,"15","succesful1.6","1.25RPM"
3540900,15,"16","succesful1.6","1.25RPM"
3551800,15,"16","succesful1.6","1.25RPM"
3776150,15,"16","succesful1.6","1.25RPM"
1824850,16,"4","succesful1.6","1.25RPM"
2126000,16,"4","succesful1.6","1.25RPM"
2230650,16,"4","succesful1.6","1.25RPM"
1639700,16,"6","succesful1.6","1.25RPM"
1703900,16,"6","succesful1.6","1.25RPM"
1697800,16,"6","succesful1.6","1.25RPM"
1726850,16,"8","succesful1.6","1.25RPM"
1728550,16,"8","succesful1.6","1.25RPM"
1759300,16,"8","succesful1.6","1.25RPM"
1490300,16,"9","succesful1.6","1.25RPM"
1499950,16,"9","succesful1.6","1.25RPM"
1466500,16,"9","succesful1.6","1.25RPM"
1970500,16,"10","succesful1.6","1.25RPM"
1923250,16,"10","succesful1.6","1.25RPM"
2001500,16,"10","succesful1.6","1.25RPM"
1570150,16,"13","succesful1.6","1.25RPM"
1527300,16,"13","succesful1.6","1.25RPM"
1614100,16,"13","succesful1.6","1.25RPM"
1433250,17,"4","succesful1.6","1.25RPM"
1479500,17,"4","succesful1.6","1.25RPM"
1426350,17,"4","succesful1.6","1.25RPM"
1501500,17,"6","succesful1.6","1.25RPM"
1491550,17,"6","succesful1.6","1.25RPM"
1494250,17,"6","succesful1.6","1.25RPM"
1496400,17,"8","succesful1.6","1.25RPM"
1610750,17,"8","succesful1.6","1.25RPM"
1560150,17,"8","succesful1.6","1.25RPM"
1377650,17,"9","succesful1.6","1.25RPM"
1344450,17,"9","succesful1.6","1.25RPM"
1417450,17,"9","succesful1.6","1.25RPM"
1782550,17,"10","succesful1.6","1.25RPM"
1807650,17,"10","succesful1.6","1.25RPM"
1749050,17,"10","succesful1.6","1.25RPM"
1359250,17,"13","succesful1.6","1.25RPM"
1325450,17,"13","succesful1.6","1.25RPM"
1385400,17,"13","succesful1.6","1.25RPM"
1566400,18,"4","succesful1.6","1.25RPM"
1675850,18,"4","succesful1.6","1.25RPM"
1641900,18,"4","succesful1.6","1.25RPM"
1550100,18,"6","succesful1.6","1.25RPM"
1529850,18,"6","succesful1.6","1.25RPM"
1502300,18,"6","succesful1.6","1.25RPM"
1529500,18,"8","succesful1.6","1.25RPM"
1534450,18,"8","succesful1.6","1.25RPM"
1540400,18,"8","succesful1.6","1.25RPM"
1354300,18,"9","succesful1.6","1.25RPM"
1378200,18,"9","succesful1.6","1.25RPM"
1329900,18,"9","succesful1.6","1.25RPM"
1745300,18,"10","succesful1.6","1.25RPM"
1745650,18,"10","succesful1.6","1.25RPM"
1778150,18,"10","succesful1.6","1.25RPM"
1373300,18,"13","succesful1.6","1.25RPM"
1382050,18,"13","succesful1.6","1.25RPM"
1378250,18,"13","succesful1.6","1.25RPM"
1406050,19,"4","succesful1.6","1.25RPM"
1333350,19,"4","succesful1.6","1.25RPM"
1450000,19,"4","succesful1.6","1.25RPM"
1431250,19,"6","succesful1.6","1.25RPM"
1336350,19,"6","succesful1.6","1.25RPM"
1368650,19,"6","succesful1.6","1.25RPM"
1341500,19,"8","succesful1.6","1.25RPM"
1305100,19,"8","succesful1.6","1.25RPM"
1344900,19,"8","succesful1.6","1.25RPM"
1303650,19,"9","succesful1.6","1.25RPM"
1316900,19,"9","succesful1.6","1.25RPM"
1312750,19,"9","succesful1.6","1.25RPM"
1607450,19,"10","succesful1.6","1.25RPM"
1625400,19,"10","succesful1.6","1.25RPM"
1732400,19,"10","succesful1.6","1.25RPM"
1223600,19,"13","succesful1.6","1.25RPM"
1244300,19,"13","succesful1.6","1.25RPM"
1284850,19,"13","succesful1.6","1.25RPM"
2422850,20,"4","succesful1.6","1.25RPM"
2247000,20,"4","succesful1.6","1.25RPM"
2276250,20,"4","succesful1.6","1.25RPM"
1956600,20,"6","succesful1.6","1.25RPM"
1873600,20,"6","succesful1.6","1.25RPM"
1886500,20,"6","succesful1.6","1.25RPM"
1311950,20,"8","succesful1.6","1.25RPM"
1353250,20,"8","succesful1.6","1.25RPM"
1291100,20,"8","succesful1.6","1.25RPM"
1423450,20,"9","succesful1.6","1.25RPM"
1413600,20,"9","succesful1.6","1.25RPM"
1379800,20,"9","succesful1.6","1.25RPM"
1760300,20,"10","succesful1.6","1.25RPM"
1819900,20,"10","succesful1.6","1.25RPM"
1851200,20,"10","succesful1.6","1.25RPM"
1507100,20,"13","succesful1.6","1.25RPM"
1425200,20,"13","succesful1.6","1.25RPM"
1407150,20,"13","succesful1.6","1.25RPM"
2159150,21,"4","succesful1.6","1.25RPM"
2158900,21,"4","succesful1.6","1.25RPM"
2264950,21,"4","succesful1.6","1.25RPM"
1848450,21,"6","succesful1.6","1.25RPM"
1978200,21,"6","succesful1.6","1.25RPM"
1930800,21,"6","succesful1.6","1.25RPM"
1843200,21,"8","succesful1.6","1.25RPM"
1730000,21,"8","succesful1.6","1.25RPM"
1953100,21,"8","succesful1.6","1.25RPM"
1765750,21,"9","succesful1.6","1.25RPM"
1681100,21,"9","succesful1.6","1.25RPM"
1639000,21,"9","succesful1.6","1.25RPM"
2588400,21,"10","succesful1.6","1.25RPM"
2667350,21,"10","succesful1.6","1.25RPM"
2539800,21,"10","succesful1.6","1.25RPM"
1622350,21,"13","succesful1.6","1.25RPM"
1640550,21,"13","succesful1.6","1.25RPM"
1546700,21,"13","succesful1.6","1.25RPM"
2123150,22,"4","succesful1.6","1.25RPM"
2250550,22,"4","succesful1.6","1.25RPM"
2304750,22,"4","succesful1.6","1.25RPM"
1414900,22,"6","succesful1.6","1.25RPM"
1416000,22,"6","succesful1.6","1.25RPM"
1423600,22,"6","succesful1.6","1.25RPM"
1566500,22,"8","succesful1.6","1.25RPM"
1615850,22,"8","succesful1.6","1.25RPM"
1622650,22,"8","succesful1.6","1.25RPM"
1092550,22,"9","succesful1.6","1.25RPM"
1109700,22,"9","succesful1.6","1.25RPM"
1050350,22,"9","succesful1.6","1.25RPM"
1897150,22,"10","succesful1.6","1.25RPM"
1747000,22,"10","succesful1.6","1.25RPM"
1843600,22,"10","succesful1.6","1.25RPM"
1148500,22,"13","succesful1.6","1.25RPM"
1179450,22,"13","succesful1.6","1.25RPM"
1133450,22,"13","succesful1.6","1.25RPM"
2279750,23,"4","succesful1.6","1.25RPM"
2199850,23,"4","succesful1.6","1.25RPM"
2429350,23,"4","succesful1.6","1.25RPM"
1377950,23,"6","succesful1.6","1.25RPM"
1404700,23,"6","succesful1.6","1.25RPM"
1370850,23,"6","succesful1.6","1.25RPM"
1720050,23,"8","succesful1.6","1.25RPM"
1864700,23,"8","succesful1.6","1.25RPM"
2044400,23,"8","succesful1.6","1.25RPM"
2180300,23,"9","succesful1.6","1.25RPM"
2062500,23,"9","succesful1.6","1.25RPM"
2176750,23,"9","succesful1.6","1.25RPM"
2582950,23,"10","succesful1.6","1.25RPM"
2692350,23,"10","succesful1.6","1.25RPM"
2704050,23,"10","succesful1.6","1.25RPM"
1194700,23,"13","succesful1.6","1.25RPM"
1179700,23,"13","succesful1.6","1.25RPM"
1119250,23,"13","succesful1.6","1.25RPM"
2190400,24,"4","succesful1.6","1.25RPM"
2106900,24,"4","succesful1.6","1.25RPM"
2287800,24,"4","succesful1.6","1.25RPM"
1651600,24,"6","succesful1.6","1.25RPM"
1693650,24,"6","succesful1.6","1.25RPM"
1683900,24,"6","succesful1.6","1.25RPM"
2155000,24,"8","succesful1.6","1.25RPM"
2144450,24,"8","succesful1.6","1.25RPM"
2237100,24,"8","succesful1.6","1.25RPM"
2502100,24,"9","succesful1.6","1.25RPM"
2420300,24,"9","succesful1.6","1.25RPM"
2475000,24,"9","succesful1.6","1.25RPM"
2269150,24,"10","succesful1.6","1.25RPM"
2288350,24,"10","succesful1.6","1.25RPM"
2349350,24,"10","succesful1.6","1.25RPM"
2277400,24,"13","succesful1.6","1.25RPM"
2019300,24,"13","succesful1.6","1.25RPM"
1982800,24,"13","succesful1.6","1.25RPM"
1831950,25,"4","succesful1.6","1.25RPM"
1827550,25,"4","succesful1.6","1.25RPM"
1945500,25,"4","succesful1.6","1.25RPM"
1317450,25,"6","succesful1.6","1.25RPM"
1275150,25,"6","succesful1.6","1.25RPM"
1381300,25,"6","succesful1.6","1.25RPM"
1741850,25,"8","succesful1.6","1.25RPM"
1762100,25,"8","succesful1.6","1.25RPM"
1814100,25,"8","succesful1.6","1.25RPM"
1657500,25,"9","succesful1.6","1.25RPM"
1566650,25,"9","succesful1.6","1.25RPM"
1854500,25,"9","succesful1.6","1.25RPM"
1397300,25,"10","succesful1.6","1.25RPM"
1475050,25,"10","succesful1.6","1.25RPM"
1508050,25,"10","succesful1.6","1.25RPM"
1489150,25,"13","succesful1.6","1.25RPM"
1519600,25,"13","succesful1.6","1.25RPM"
1456150,25,"13","succesful1.6","1.25RPM"
2443350,26,"4","succesful1.6","1.25RPM"
2305400,26,"4","succesful1.6","1.25RPM"
2528050,26,"4","succesful1.6","1.25RPM"
2741400,26,"6","succesful1.6","1.25RPM"
2810300,26,"6","succesful1.6","1.25RPM"
2926900,26,"6","succesful1.6","1.25RPM"
1883200,26,"8","succesful1.6","1.25RPM"
1921700,26,"8","succesful1.6","1.25RPM"
1963100,26,"8","succesful1.6","1.25RPM"
1597450,26,"9","succesful1.6","1.25RPM"
1557950,26,"9","succesful1.6","1.25RPM"
1534600,26,"9","succesful1.6","1.25RPM"
1710200,26,"10","succesful1.6","1.25RPM"
1774450,26,"10","succesful1.6","1.25RPM"
1761900,26,"10","succesful1.6","1.25RPM"
1732000,26,"13","succesful1.6","1.25RPM"
1744750,26,"13","succesful1.6","1.25RPM"
1724500,26,"13","succesful1.6","1.25RPM"
2305450,27,"4","succesful1.6","1.25RPM"
2292000,27,"4","succesful1.6","1.25RPM"
2385700,27,"4","succesful1.6","1.25RPM"
3037750,27,"6","succesful1.6","1.25RPM"
3016600,27,"6","succesful1.6","1.25RPM"
3116650,27,"6","succesful1.6","1.25RPM"
2027500,27,"8","succesful1.6","1.25RPM"
2016650,27,"8","succesful1.6","1.25RPM"
2001750,27,"8","succesful1.6","1.25RPM"
1551900,27,"9","succesful1.6","1.25RPM"
1513250,27,"9","succesful1.6","1.25RPM"
1515050,27,"9","succesful1.6","1.25RPM"
2235450,27,"10","succesful1.6","1.25RPM"
2297800,27,"10","succesful1.6","1.25RPM"
2362750,27,"10","succesful1.6","1.25RPM"
1721550,27,"13","succesful1.6","1.25RPM"
1762850,27,"13","succesful1.6","1.25RPM"
1828300,27,"13","succesful1.6","1.25RPM"
3154500,28,"4","succesful1.6","1.25RPM"
3004700,28,"4","succesful1.6","1.25RPM"
3069150,28,"4","succesful1.6","1.25RPM"
3796100,28,"6","succesful1.6","1.25RPM"
3834950,28,"6","succesful1.6","1.25RPM"
3944850,28,"6","succesful1.6","1.25RPM"
2697700,28,"8","succesful1.6","1.25RPM"
2553000,28,"8","succesful1.6","1.25RPM"
2641250,28,"8","succesful1.6","1.25RPM"
2245150,28,"9","succesful1.6","1.25RPM"
2243950,28,"9","succesful1.6","1.25RPM"
2285050,28,"9","succesful1.6","1.25RPM"
3399400,28,"10","succesful1.6","1.25RPM"
3279950,28,"10","succesful1.6","1.25RPM"
3367450,28,"10","succesful1.6","1.25RPM"
1996750,28,"13","succesful1.6","1.25RPM"
2008350,28,"13","succesful1.6","1.25RPM"
