"cell_count","exp_day","chamber","test","rpm"
2360400,10,"11","pilot1.25RPM","1.25RPM"
2790300,10,"12","pilot1.25RPM","1.25RPM"
2766000,10,"12","pilot1.25RPM","1.25RPM"
2699700,10,"3","pilot1.25RPM","1.25RPM"
2440800,10,"11","pilot1.25RPM","1.25RPM"
2455800,11,"11","pilot1.25RPM","1.25RPM"
2215200,11,"11","pilot1.25RPM","1.25RPM"
2711100,12,"11","pilot1.25RPM","1.25RPM"
2952000,12,"11","pilot1.25RPM","1.25RPM"
3382500,13,"11","pilot1.25RPM","1.25RPM"
3401650,13,"11","pilot1.25RPM","1.25RPM"
3332000,13,"11","pilot1.25RPM","1.25RPM"
3408400,13,"11","pilot1.25RPM","1.25RPM"
3235100,13,"11","pilot1.25RPM","1.25RPM"
3398000,13,"11","pilot1.25RPM","1.25RPM"
1803150,14,"11","pilot1.25RPM","1.25RPM"
1670700,14,"11","pilot1.25RPM","1.25RPM"
1637700,14,"11","pilot1.25RPM","1.25RPM"
1736250,14,"11","pilot1.25RPM","1.25RPM"
1724300,14,"11","pilot1.25RPM","1.25RPM"
1711000,14,"11","pilot1.25RPM","1.25RPM"
1719450,14,"11","pilot1.25RPM","1.25RPM"
1623100,14,"11","pilot1.25RPM","1.25RPM"
1967800,15,"5","pilot1.25RPM","1.25RPM"
2412800,15,"11","pilot1.25RPM","1.25RPM"
2003700,15,"5","pilot1.25RPM","1.25RPM"
2346850,15,"11","pilot1.25RPM","1.25RPM"
1940950,15,"5","pilot1.25RPM","1.25RPM"
2410500,15,"11","pilot1.25RPM","1.25RPM"
1853650,15,"5","pilot1.25RPM","1.25RPM"
2237250,15,"11","pilot1.25RPM","1.25RPM"
1944300,15,"5","pilot1.25RPM","1.25RPM"
2287600,15,"11","pilot1.25RPM","1.25RPM"
1852250,15,"5","pilot1.25RPM","1.25RPM"
2126450,15,"11","pilot1.25RPM","1.25RPM"
1846450,15,"5","pilot1.25RPM","1.25RPM"
2340700,15,"11","pilot1.25RPM","1.25RPM"
1690750,15,"5","pilot1.25RPM","1.25RPM"
2259650,15,"11","pilot1.25RPM","1.25RPM"
1454000,16,"5","pilot1.25RPM","1.25RPM"
1792350,16,"11","pilot1.25RPM","1.25RPM"
1468650,16,"5","pilot1.25RPM","1.25RPM"
1845500,16,"11","pilot1.25RPM","1.25RPM"
1459200,16,"5","pilot1.25RPM","1.25RPM"
1859950,16,"11","pilot1.25RPM","1.25RPM"
1437050,16,"5","pilot1.25RPM","1.25RPM"
1872300,16,"11","pilot1.25RPM","1.25RPM"
1392050,16,"5","pilot1.25RPM","1.25RPM"
1871200,16,"11","pilot1.25RPM","1.25RPM"
1407700,16,"5","pilot1.25RPM","1.25RPM"
1846550,16,"11","pilot1.25RPM","1.25RPM"
1337450,16,"5","pilot1.25RPM","1.25RPM"
1765600,16,"11","pilot1.25RPM","1.25RPM"
1369500,16,"5","pilot1.25RPM","1.25RPM"
1805150,16,"11","pilot1.25RPM","1.25RPM"
2152350,17,"5","pilot1.25RPM","1.25RPM"
1874350,17,"11","pilot1.25RPM","1.25RPM"
2122300,17,"5","pilot1.25RPM","1.25RPM"
1895650,17,"11","pilot1.25RPM","1.25RPM"
1983500,17,"5","pilot1.25RPM","1.25RPM"
1929500,17,"11","pilot1.25RPM","1.25RPM"
2021250,17,"5","pilot1.25RPM","1.25RPM"
1912650,17,"11","pilot1.25RPM","1.25RPM"
2023400,17,"5","pilot1.25RPM","1.25RPM"
1970300,17,"11","pilot1.25RPM","1.25RPM"
2058200,17,"5","pilot1.25RPM","1.25RPM"
1968850,17,"11","pilot1.25RPM","1.25RPM"
1912100,17,"5","pilot1.25RPM","1.25RPM"
1818800,17,"11","pilot1.25RPM","1.25RPM"
1863150,17,"5","pilot1.25RPM","1.25RPM"
1999900,17,"11","pilot1.25RPM","1.25RPM"
2317950,18,"5","pilot1.25RPM","1.25RPM"
1932950,18,"11","pilot1.25RPM","1.25RPM"
2277350,18,"5","pilot1.25RPM","1.25RPM"
2018500,18,"11","pilot1.25RPM","1.25RPM"
2269100,18,"5","pilot1.25RPM","1.25RPM"
1933750,18,"11","pilot1.25RPM","1.25RPM"
2231350,18,"5","pilot1.25RPM","1.25RPM"
1890750,18,"11","pilot1.25RPM","1.25RPM"
2180700,18,"5","pilot1.25RPM","1.25RPM"
1914000,18,"11","pilot1.25RPM","1.25RPM"
2194150,18,"5","pilot1.25RPM","1.25RPM"
2032300,18,"11","pilot1.25RPM","1.25RPM"
2142500,18,"5","pilot1.25RPM","1.25RPM"
1966050,18,"11","pilot1.25RPM","1.25RPM"
2143000,18,"5","pilot1.25RPM","1.25RPM"
2043350,18,"11","pilot1.25RPM","1.25RPM"
1983900,19,"5","pilot1.25RPM","1.25RPM"
1913600,19,"11","pilot1.25RPM","1.25RPM"
1957700,19,"5","pilot1.25RPM","1.25RPM"
1995600,19,"11","pilot1.25RPM","1.25RPM"
1893300,19,"5","pilot1.25RPM","1.25RPM"
1959300,19,"11","pilot1.25RPM","1.25RPM"
2012950,19,"5","pilot1.25RPM","1.25RPM"
2030000,19,"11","pilot1.25RPM","1.25RPM"
1940450,19,"5","pilot1.25RPM","1.25RPM"
2042050,19,"11","pilot1.25RPM","1.25RPM"
1862000,19,"5","pilot1.25RPM","1.25RPM"
1925250,19,"11","pilot1.25RPM","1.25RPM"
1911400,19,"5","pilot1.25RPM","1.25RPM"
2039950,19,"11","pilot1.25RPM","1.25RPM"
1816050,19,"5","pilot1.25RPM","1.25RPM"
1911350,19,"11","pilot1.25RPM","1.25RPM"
1908900,20,"5","pilot1.25RPM","1.25RPM"
1741850,20,"11","pilot1.25RPM","1.25RPM"
1924300,20,"5","pilot1.25RPM","1.25RPM"
1864850,20,"11","pilot1.25RPM","1.25RPM"
1927050,20,"5","pilot1.25RPM","1.25RPM"
1838750,20,"11","pilot1.25RPM","1.25RPM"
1979050,20,"5","pilot1.25RPM","1.25RPM"
1677000,20,"11","pilot1.25RPM","1.25RPM"
1825650,20,"5","pilot1.25RPM","1.25RPM"
1797500,20,"11","pilot1.25RPM","1.25RPM"
1841900,20,"5","pilot1.25RPM","1.25RPM"
1789900,20,"11","pilot1.25RPM","1.25RPM"
1901900,20,"5","pilot1.25RPM","1.25RPM"
1760200,20,"11","pilot1.25RPM","1.25RPM"
1877200,20,"5","pilot1.25RPM","1.25RPM"
1687550,20,"11","pilot1.25RPM","1.25RPM"
2079250,21,"5","pilot1.25RPM","1.25RPM"
1992400,21,"11","pilot1.25RPM","1.25RPM"
2270300,21,"5","pilot1.25RPM","1.25RPM"
2019350,21,"11","pilot1.25RPM","1.25RPM"
2047250,21,"5","pilot1.25RPM","1.25RPM"
1991100,21,"11","pilot1.25RPM","1.25RPM"
2034100,21,"5","pilot1.25RPM","1.25RPM"
1902600,21,"11","pilot1.25RPM","1.25RPM"
2067250,21,"5","pilot1.25RPM","1.25RPM"
1997500,21,"11","pilot1.25RPM","1.25RPM"
2145400,21,"5","pilot1.25RPM","1.25RPM"
1970950,21,"11","pilot1.25RPM","1.25RPM"
1999000,21,"5","pilot1.25RPM","1.25RPM"
1896650,21,"11","pilot1.25RPM","1.25RPM"
1859050,21,"5","pilot1.25RPM","1.25RPM"
1935350,21,"11","pilot1.25RPM","1.25RPM"
2502450,22,"5","pilot1.25RPM","1.25RPM"
1798350,22,"11","pilot1.25RPM","1.25RPM"
2233800,22,"5","pilot1.25RPM","1.25RPM"
1732000,22,"11","pilot1.25RPM","1.25RPM"
2490000,22,"5","pilot1.25RPM","1.25RPM"
1769650,22,"11","pilot1.25RPM","1.25RPM"
2214800,22,"5","pilot1.25RPM","1.25RPM"
1434550,22,"11","pilot1.25RPM","1.25RPM"
2345600,22,"5","pilot1.25RPM","1.25RPM"
1671850,22,"11","pilot1.25RPM","1.25RPM"
2351550,22,"5","pilot1.25RPM","1.25RPM"
1554850,22,"11","pilot1.25RPM","1.25RPM"
2344950,22,"5","pilot1.25RPM","1.25RPM"
1536000,22,"11","pilot1.25RPM","1.25RPM"
2319600,22,"5","pilot1.25RPM","1.25RPM"
1501800,22,"11","pilot1.25RPM","1.25RPM"
3030650,23,"5","pilot1.25RPM","1.25RPM"
2327600,23,"11","pilot1.25RPM","1.25RPM"
3136650,23,"5","pilot1.25RPM","1.25RPM"
2426400,23,"11","pilot1.25RPM","1.25RPM"
2992150,23,"5","pilot1.25RPM","1.25RPM"
2027400,23,"11","pilot1.25RPM","1.25RPM"
3246550,23,"5","pilot1.25RPM","1.25RPM"
2340400,23,"11","pilot1.25RPM","1.25RPM"
3096300,23,"5","pilot1.25RPM","1.25RPM"
2324050,23,"11","pilot1.25RPM","1.25RPM"
2991450,23,"5","pilot1.25RPM","1.25RPM"
2384900,23,"11","pilot1.25RPM","1.25RPM"
3064550,23,"5","pilot1.25RPM","1.25RPM"
2266850,23,"11","pilot1.25RPM","1.25RPM"
2934050,23,"5","pilot1.25RPM","1.25RPM"
2156900,23,"11","pilot1.25RPM","1.25RPM"
2244450,24,"5","pilot1.25RPM","1.25RPM"
1575850,24,"11","pilot1.25RPM","1.25RPM"
2321350,24,"5","pilot1.25RPM","1.25RPM"
1728200,24,"11","pilot1.25RPM","1.25RPM"
2182500,24,"5","pilot1.25RPM","1.25RPM"
1569100,24,"11","pilot1.25RPM","1.25RPM"
2309350,24,"5","pilot1.25RPM","1.25RPM"
1604500,24,"11","pilot1.25RPM","1.25RPM"
2337300,24,"5","pilot1.25RPM","1.25RPM"
1691400,24,"11","pilot1.25RPM","1.25RPM"
2183150,24,"5","pilot1.25RPM","1.25RPM"
1564850,24,"11","pilot1.25RPM","1.25RPM"
2256850,24,"5","pilot1.25RPM","1.25RPM"
1683850,24,"11","pilot1.25RPM","1.25RPM"
2057350,24,"5","pilot1.25RPM","1.25RPM"
1441400,24,"11","pilot1.25RPM","1.25RPM"
2049750,25,"5","pilot1.25RPM","1.25RPM"
1883100,25,"11","pilot1.25RPM","1.25RPM"
2146550,25,"5","pilot1.25RPM","1.25RPM"
2772600,25,"11","pilot1.25RPM","1.25RPM"
2447900,25,"5","pilot1.25RPM","1.25RPM"
1890700,25,"11","pilot1.25RPM","1.25RPM"
2308200,25,"5","pilot1.25RPM","1.25RPM"
1856900,25,"11","pilot1.25RPM","1.25RPM"
2200600,25,"5","pilot1.25RPM","1.25RPM"
1830800,25,"11","pilot1.25RPM","1.25RPM"
2120350,25,"5","pilot1.25RPM","1.25RPM"
1861450,25,"11","pilot1.25RPM","1.25RPM"
2267500,25,"5","pilot1.25RPM","1.25RPM"
1903350,25,"11","pilot1.25RPM","1.25RPM"
2157200,25,"5","pilot1.25RPM","1.25RPM"
1840300,25,"11","pilot1.25RPM","1.25RPM"
2738150,26,"5","pilot1.25RPM","1.25RPM"
3057750,26,"11","pilot1.25RPM","1.25RPM"
2753000,26,"5","pilot1.25RPM","1.25RPM"
3311350,26,"11","pilot1.25RPM","1.25RPM"
2551150,26,"5","pilot1.25RPM","1.25RPM"
3073350,26,"11","pilot1.25RPM","1.25RPM"
2623550,26,"5","pilot1.25RPM","1.25RPM"
3129500,26,"11","pilot1.25RPM","1.25RPM"
2520000,26,"5","pilot1.25RPM","1.25RPM"
2885950,26,"11","pilot1.25RPM","1.25RPM"
2537950,26,"5","pilot1.25RPM","1.25RPM"
3200250,26,"11","pilot1.25RPM","1.25RPM"
2661050,26,"5","pilot1.25RPM","1.25RPM"
3028000,26,"11","pilot1.25RPM","1.25RPM"
2364450,26,"5","pilot1.25RPM","1.25RPM"
2956650,26,"11","pilot1.25RPM","1.25RPM"
2304950,27,"5","pilot1.25RPM","1.25RPM"
2317700,27,"11","pilot1.25RPM","1.25RPM"
2332550,27,"5","pilot1.25RPM","1.25RPM"
2403350,27,"11","pilot1.25RPM","1.25RPM"
2315100,27,"5","pilot1.25RPM","1.25RPM"
2259400,27,"11","pilot1.25RPM","1.25RPM"
2193000,27,"5","pilot1.25RPM","1.25RPM"
2301350,27,"11","pilot1.25RPM","1.25RPM"
2199900,27,"5","pilot1.25RPM","1.25RPM"
2145600,27,"11","pilot1.25RPM","1.25RPM"
2251600,27,"5","pilot1.25RPM","1.25RPM"
2122200,27,"11","pilot1.25RPM","1.25RPM"
2209700,27,"5","pilot1.25RPM","1.25RPM"
2333200,27,"11","pilot1.25RPM","1.25RPM"
2023900,27,"5","pilot1.25RPM","1.25RPM"
2230950,27,"11","pilot1.25RPM","1.25RPM"
2559450,28,"5","pilot1.25RPM","1.25RPM"
2774550,28,"11","pilot1.25RPM","1.25RPM"
2782400,28,"5","pilot1.25RPM","1.25RPM"
2868700,28,"11","pilot1.25RPM","1.25RPM"
2599800,28,"5","pilot1.25RPM","1.25RPM"
2866150,28,"11","pilot1.25RPM","1.25RPM"
2682400,28,"5","pilot1.25RPM","1.25RPM"
2834950,28,"11","pilot1.25RPM","1.25RPM"
2464250,28,"5","pilot1.25RPM","1.25RPM"
2919900,28,"11","pilot1.25RPM","1.25RPM"
2600550,28,"5","pilot1.25RPM","1.25RPM"
2740100,28,"11","pilot1.25RPM","1.25RPM"
2564450,28,"5","pilot1.25RPM","1.25RPM"
2785350,28,"11","pilot1.25RPM","1.25RPM"
2486500,28,"5","pilot1.25RPM","1.25RPM"
2620600,28,"11","pilot1.25RPM","1.25RPM"
2762200,29,"5","pilot1.25RPM","1.25RPM"
2545300,29,"11","pilot1.25RPM","1.25RPM"
2983850,29,"5","pilot1.25RPM","1.25RPM"
2697000,29,"11","pilot1.25RPM","1.25RPM"
2785600,29,"5","pilot1.25RPM","1.25RPM"
2644800,29,"11","pilot1.25RPM","1.25RPM"
2862950,29,"5","pilot1.25RPM","1.25RPM"
2621500,29,"11","pilot1.25RPM","1.25RPM"
2935400,29,"5","pilot1.25RPM","1.25RPM"
2625350,29,"11","pilot1.25RPM","1.25RPM"
2861800,29,"5","pilot1.25RPM","1.25RPM"
2844800,29,"11","pilot1.25RPM","1.25RPM"
2850500,29,"5","pilot1.25RPM","1.25RPM"
2715200,29,"11","pilot1.25RPM","1.25RPM"
2653650,29,"5","pilot1.25RPM","1.25RPM"
2770700,29,"11","pilot1.25RPM","1.25RPM"
3310900,30,"5","pilot1.25RPM","1.25RPM"
2600900,30,"11","pilot1.25RPM","1.25RPM"
3377500,30,"5","pilot1.25RPM","1.25RPM"
2642900,30,"11","pilot1.25RPM","1.25RPM"
3206900,30,"5","pilot1.25RPM","1.25RPM"
2524450,30,"11","pilot1.25RPM","1.25RPM"
3124900,30,"5","pilot1.25RPM","1.25RPM"
2605800,30,"11","pilot1.25RPM","1.25RPM"
3203950,30,"5","pilot1.25RPM","1.25RPM"
2444150,30,"11","pilot1.25RPM","1.25RPM"
3151950,30,"5","pilot1.25RPM","1.25RPM"
2427500,30,"11","pilot1.25RPM","1.25RPM"
3096200,30,"5","pilot1.25RPM","1.25RPM"
2515050,30,"11","pilot1.25RPM","1.25RPM"
2976750,30,"5","pilot1.25RPM","1.25RPM"
2356300,30,"11","pilot1.25RPM","1.25RPM"
2585700,31,"5","pilot1.25RPM","1.25RPM"
2117800,31,"11","pilot1.25RPM","1.25RPM"
2855100,31,"5","pilot1.25RPM","1.25RPM"
2304500,31,"11","pilot1.25RPM","1.25RPM"
2596200,31,"5","pilot1.25RPM","1.25RPM"
2311600,31,"11","pilot1.25RPM","1.25RPM"
2611800,31,"5","pilot1.25RPM","1.25RPM"
2405700,31,"11","pilot1.25RPM","1.25RPM"
2581800,31,"5","pilot1.25RPM","1.25RPM"
2193900,31,"11","pilot1.25RPM","1.25RPM"
2532100,31,"5","pilot1.25RPM","1.25RPM"
2275900,31,"11","pilot1.25RPM","1.25RPM"
2649500,31,"5","pilot1.25RPM","1.25RPM"
2115700,31,"11","pilot1.25RPM","1.25RPM"
2534700,31,"5","pilot1.25RPM","1.25RPM"
2345200,31,"11","pilot1.25RPM","1.25RPM"
2794200,32,"5","pilot1.25RPM","1.25RPM"
1851200,32,"11","pilot1.25RPM","1.25RPM"
2775800,32,"5","pilot1.25RPM","1.25RPM"
1971300,32,"11","pilot1.25RPM","1.25RPM"
2830900,32,"5","pilot1.25RPM","1.25RPM"
1887400,32,"11","pilot1.25RPM","1.25RPM"
2651500,32,"5","pilot1.25RPM","1.25RPM"
1821500,32,"11","pilot1.25RPM","1.25RPM"
2858500,32,"5","pilot1.25RPM","1.25RPM"
1926500,32,"11","pilot1.25RPM","1.25RPM"
2675100,32,"5","pilot1.25RPM","1.25RPM"
1803400,32,"11","pilot1.25RPM","1.25RPM"
2737500,32,"5","pilot1.25RPM","1.25RPM"
1889800,32,"11","pilot1.25RPM","1.25RPM"
2555200,32,"5","pilot1.25RPM","1.25RPM"
1983300,32,"11","pilot1.25RPM","1.25RPM"
3464800,33,"5","pilot1.25RPM","1.25RPM"
3080300,33,"11","pilot1.25RPM","1.25RPM"
3804600,33,"5","pilot1.25RPM","1.25RPM"
3250900,33,"11","pilot1.25RPM","1.25RPM"
3516900,33,"5","pilot1.25RPM","1.25RPM"
3153600,33,"11","pilot1.25RPM","1.25RPM"
3777400,33,"5","pilot1.25RPM","1.25RPM"
2892300,33,"11","pilot1.25RPM","1.25RPM"
3714900,33,"5","pilot1.25RPM","1.25RPM"
3253000,33,"11","pilot1.25RPM","1.25RPM"
3602500,33,"5","pilot1.25RPM","1.25RPM"
3008900,33,"11","pilot1.25RPM","1.25RPM"
3470000,33,"5","pilot1.25RPM","1.25RPM"
3159700,33,"11","pilot1.25RPM","1.25RPM"
3448200,33,"5","pilot1.25RPM","1.25RPM"
3102000,33,"11","pilot1.25RPM","1.25RPM"
2987700,34,"5","pilot1.25RPM","1.25RPM"
2002300,34,"11","pilot1.25RPM","1.25RPM"
2881900,34,"5","pilot1.25RPM","1.25RPM"
1976300,34,"11","pilot1.25RPM","1.25RPM"
2881100,34,"5","pilot1.25RPM","1.25RPM"
2009100,34,"11","pilot1.25RPM","1.25RPM"
2879900,34,"5","pilot1.25RPM","1.25RPM"
2086500,34,"11","pilot1.25RPM","1.25RPM"
2831800,34,"5","pilot1.25RPM","1.25RPM"
2112300,34,"11","pilot1.25RPM","1.25RPM"
2719100,34,"5","pilot1.25RPM","1.25RPM"
2152800,34,"11","pilot1.25RPM","1.25RPM"
2754200,34,"5","pilot1.25RPM","1.25RPM"
2023000,34,"11","pilot1.25RPM","1.25RPM"
2367800,34,"5","pilot1.25RPM","1.25RPM"
1952100,34,"11","pilot1.25RPM","1.25RPM"
2581100,35,"5","pilot1.25RPM","1.25RPM"
1802300,35,"11","pilot1.25RPM","1.25RPM"
2486100,35,"5","pilot1.25RPM","1.25RPM"
1627800,35,"11","pilot1.25RPM","1.25RPM"
2410900,35,"5","pilot1.25RPM","1.25RPM"
1728200,35,"11","pilot1.25RPM","1.25RPM"
2469500,35,"5","pilot1.25RPM","1.25RPM"
1724900,35,"11","pilot1.25RPM","1.25RPM"
2505100,35,"5","pilot1.25RPM","1.25RPM"
1877600,35,"11","pilot1.25RPM","1.25RPM"
2672700,35,"5","pilot1.25RPM","1.25RPM"
1815200,35,"11","pilot1.25RPM","1.25RPM"
2484800,35,"5","pilot1.25RPM","1.25RPM"
1976000,35,"11","pilot1.25RPM","1.25RPM"
2385700,35,"5","pilot1.25RPM","1.25RPM"
2200500,35,"11","pilot1.25RPM","1.25RPM"
2163050,5,"1","succesful1.6","1.25RPM"
2165750,5,"1","succesful1.6","1.25RPM"
2132150,5,"1","succesful1.6","1.25RPM"
615850,5,"2","succesful1.6","1.25RPM"
636700,5,"2","succesful1.6","1.25RPM"
615700,5,"2","succesful1.6","1.25RPM"
1863250,5,"3","succesful1.6","1.25RPM"
1978200,5,"3","succesful1.6","1.25RPM"
2036600,5,"3","succesful1.6","1.25RPM"
2317000,5,"4","succesful1.6","1.25RPM"
2361250,5,"4","succesful1.6","1.25RPM"
2541400,5,"4","succesful1.6","1.25RPM"
2654700,5,"5","succesful1.6","1.25RPM"
2767450,5,"5","succesful1.6","1.25RPM"
2571900,5,"5","succesful1.6","1.25RPM"
1437400,5,"6","succesful1.6","1.25RPM"
1467450,5,"6","succesful1.6","1.25RPM"
1500100,5,"6","succesful1.6","1.25RPM"
2876050,5,"7","succesful1.6","1.25RPM"
2864000,5,"7","succesful1.6","1.25RPM"
2789350,5,"7","succesful1.6","1.25RPM"
3339200,5,"8","succesful1.6","1.25RPM"
3454700,5,"8","succesful1.6","1.25RPM"
3471250,5,"8","succesful1.6","1.25RPM"
760450,5,"9","succesful1.6","1.25RPM"
800550,5,"9","succesful1.6","1.25RPM"
783400,5,"9","succesful1.6","1.25RPM"
1377500,5,"10","succesful1.6","1.25RPM"
1412950,5,"10","succesful1.6","1.25RPM"
1449700,5,"10","succesful1.6","1.25RPM"
3243600,5,"11","succesful1.6","1.25RPM"
3333650,5,"11","succesful1.6","1.25RPM"
3176200,5,"11","succesful1.6","1.25RPM"
3386950,5,"12","succesful1.6","1.25RPM"
3369950,5,"12","succesful1.6","1.25RPM"
3413400,5,"12","succesful1.6","1.25RPM"
3042350,5,"13","succesful1.6","1.25RPM"
2963500,5,"13","succesful1.6","1.25RPM"
2892750,5,"13","succesful1.6","1.25RPM"
3003050,5,"14","succesful1.6","1.25RPM"
3099750,5,"14","succesful1.6","1.25RPM"
3046700,5,"14","succesful1.6","1.25RPM"
742800,5,"15","succesful1.6","1.25RPM"
733100,5,"15","succesful1.6","1.25RPM"
700100,5,"15","succesful1.6","1.25RPM"
904750,5,"16","succesful1.6","1.25RPM"
915350,5,"16","succesful1.6","1.25RPM"
903300,5,"16","succesful1.6","1.25RPM"
2168000,6,"1","succesful1.6","1.25RPM"
2202650,6,"1","succesful1.6","1.25RPM"
2130750,6,"1","succesful1.6","1.25RPM"
917550,6,"2","succesful1.6","1.25RPM"
897750,6,"2","succesful1.6","1.25RPM"
911400,6,"2","succesful1.6","1.25RPM"
1640700,6,"3","succesful1.6","1.25RPM"
1674000,6,"3","succesful1.6","1.25RPM"
1707750,6,"3","succesful1.6","1.25RPM"
2391550,6,"4","succesful1.6","1.25RPM"
2409000,6,"4","succesful1.6","1.25RPM"
2487000,6,"4","succesful1.6","1.25RPM"
2712500,6,"5","succesful1.6","1.25RPM"
2776900,6,"5","succesful1.6","1.25RPM"
2562200,6,"5","succesful1.6","1.25RPM"
2192900,6,"6","succesful1.6","1.25RPM"
2178500,6,"6","succesful1.6","1.25RPM"
2277300,6,"6","succesful1.6","1.25RPM"
1881300,6,"7","succesful1.6","1.25RPM"
1910750,6,"7","succesful1.6","1.25RPM"
1928900,6,"7","succesful1.6","1.25RPM"
3118100,6,"8","succesful1.6","1.25RPM"
3034200,6,"8","succesful1.6","1.25RPM"
2965650,6,"8","succesful1.6","1.25RPM"
1597750,6,"9","succesful1.6","1.25RPM"
1532000,6,"9","succesful1.6","1.25RPM"
1506450,6,"9","succesful1.6","1.25RPM"
2427800,6,"10","succesful1.6","1.25RPM"
2512300,6,"10","succesful1.6","1.25RPM"
2405250,6,"10","succesful1.6","1.25RPM"
3611400,6,"11","succesful1.6","1.25RPM"
3462800,6,"11","succesful1.6","1.25RPM"
3607000,6,"11","succesful1.6","1.25RPM"
2522650,6,"12","succesful1.6","1.25RPM"
2413000,6,"12","succesful1.6","1.25RPM"
2448700,6,"12","succesful1.6","1.25RPM"
2437850,6,"13","succesful1.6","1.25RPM"
2348650,6,"13","succesful1.6","1.25RPM"
2365600,6,"13","succesful1.6","1.25RPM"
2942150,6,"14","succesful1.6","1.25RPM"
3024200,6,"14","succesful1.6","1.25RPM"
3006150,6,"14","succesful1.6","1.25RPM"
1304650,6,"15","succesful1.6","1.25RPM"
1334400,6,"15","succesful1.6","1.25RPM"
1390100,6,"15","succesful1.6","1.25RPM"
1962900,6,"16","succesful1.6","1.25RPM"
2005100,6,"16","succesful1.6","1.25RPM"
1868200,6,"16","succesful1.6","1.25RPM"
2496650,7,"1","succesful1.6","1.25RPM"
2517000,7,"1","succesful1.6","1.25RPM"
2471700,7,"1","succesful1.6","1.25RPM"
1120450,7,"2","succesful1.6","1.25RPM"
1153050,7,"2","succesful1.6","1.25RPM"
1158650,7,"2","succesful1.6","1.25RPM"
1016800,7,"3","succesful1.6","1.25RPM"
1013350,7,"3","succesful1.6","1.25RPM"
963700,7,"3","succesful1.6","1.25RPM"
2160250,7,"4","succesful1.6","1.25RPM"
2091600,7,"4","succesful1.6","1.25RPM"
2069300,7,"4","succesful1.6","1.25RPM"
1300800,7,"5","succesful1.6","1.25RPM"
1445900,7,"5","succesful1.6","1.25RPM"
1453650,7,"5","succesful1.6","1.25RPM"
1735850,7,"6","succesful1.6","1.25RPM"
1905200,7,"6","succesful1.6","1.25RPM"
1958600,7,"6","succesful1.6","1.25RPM"
2033300,7,"7","succesful1.6","1.25RPM"
2054650,7,"7","succesful1.6","1.25RPM"
1960250,7,"7","succesful1.6","1.25RPM"
2413450,7,"8","succesful1.6","1.25RPM"
2363350,7,"8","succesful1.6","1.25RPM"
2368450,7,"8","succesful1.6","1.25RPM"
2164100,7,"9","succesful1.6","1.25RPM"
2225050,7,"9","succesful1.6","1.25RPM"
2099000,7,"9","succesful1.6","1.25RPM"
2229350,7,"10","succesful1.6","1.25RPM"
2213700,7,"10","succesful1.6","1.25RPM"
2318200,7,"10","succesful1.6","1.25RPM"
2077650,7,"11","succesful1.6","1.25RPM"
2004100,7,"11","succesful1.6","1.25RPM"
2077200,7,"11","succesful1.6","1.25RPM"
2519800,7,"12","succesful1.6","1.25RPM"
2510350,7,"12","succesful1.6","1.25RPM"
2524200,7,"12","succesful1.6","1.25RPM"
1705450,7,"13","succesful1.6","1.25RPM"
1963900,7,"13","succesful1.6","1.25RPM"
1714300,7,"13","succesful1.6","1.25RPM"
2627950,7,"14","succesful1.6","1.25RPM"
2605700,7,"14","succesful1.6","1.25RPM"
2524250,7,"14","succesful1.6","1.25RPM"
1491900,7,"15","succesful1.6","1.25RPM"
1543400,7,"15","succesful1.6","1.25RPM"
1479600,7,"15","succesful1.6","1.25RPM"
2192400,7,"16","succesful1.6","1.25RPM"
2139550,7,"16","succesful1.6","1.25RPM"
1999750,7,"16","succesful1.6","1.25RPM"
1426450,8,"1","succesful1.6","1.25RPM"
1395800,8,"1","succesful1.6","1.25RPM"
1381050,8,"1","succesful1.6","1.25RPM"
1122700,8,"2","succesful1.6","1.25RPM"
1132950,8,"2","succesful1.6","1.25RPM"
1141200,8,"2","succesful1.6","1.25RPM"
1524000,8,"3","succesful1.6","1.25RPM"
1514650,8,"3","succesful1.6","1.25RPM"
1555400,8,"3","succesful1.6","1.25RPM"
1627400,8,"4","succesful1.6","1.25RPM"
1711500,8,"4","succesful1.6","1.25RPM"
1679950,8,"4","succesful1.6","1.25RPM"
1777650,8,"5","succesful1.6","1.25RPM"
1719300,8,"5","succesful1.6","1.25RPM"
1808750,8,"5","succesful1.6","1.25RPM"
1424900,8,"6","succesful1.6","1.25RPM"
1459000,8,"6","succesful1.6","1.25RPM"
1481600,8,"6","succesful1.6","1.25RPM"
1516600,8,"7","succesful1.6","1.25RPM"
1398950,8,"7","succesful1.6","1.25RPM"
1448000,8,"7","succesful1.6","1.25RPM"
2219750,8,"8","succesful1.6","1.25RPM"
2310450,8,"8","succesful1.6","1.25RPM"
2311600,8,"8","succesful1.6","1.25RPM"
2021550,8,"9","succesful1.6","1.25RPM"
2033000,8,"9","succesful1.6","1.25RPM"
2015650,8,"9","succesful1.6","1.25RPM"
2292500,8,"10","succesful1.6","1.25RPM"
2416450,8,"10","succesful1.6","1.25RPM"
2345950,8,"10","succesful1.6","1.25RPM"
2138650,8,"11","succesful1.6","1.25RPM"
1989300,8,"11","succesful1.6","1.25RPM"
2092450,8,"11","succesful1.6","1.25RPM"
2226300,8,"12","succesful1.6","1.25RPM"
2215450,8,"12","succesful1.6","1.25RPM"
